,Unnamed: 0,unix_s,low,high,open,close,volume,UTC_datetime,Beijing_datetime
7,7,1621814400,34379.67,40121.6,34674.77,38780.58,2416.90550008,2021-05-24,2021-05-24 08:00:00
6,6,1621900800,36443.02,39778.65,38790.15,38352.88,1298.23201349,2021-05-25,2021-05-25 08:00:00
5,5,1621987200,37795.47,40824.68,38346.55,39240.15,1371.85187262,2021-05-26,2021-05-26 08:00:00
4,4,1622073600,37146.11,40414.04,39226.6,38504.22,963.20499893,2021-05-27,2021-05-27 08:00:00
3,3,1622160000,34708.17,38880.13,38528.44,35677.77,2530.79601542,2021-05-28,2021-05-28 08:00:00
2,2,1622246400,33592.39,37396.16,35683.74,34618.63,2279.24698965,2021-05-29,2021-05-29 08:00:00
1,1,1622332800,33366.63,36487.8,34575.0,35614.21,900.25016705,2021-05-30,2021-05-30 08:00:00
0,0,1622419200,34168.59,37503.44,35585.78,37180.65,1789.5232992,2021-05-31,2021-05-31 08:00:00
213,213,1622505600,35700.0,37890.97,37126.66,36694.23,1178.43236697,2021-06-01,2021-06-01 08:00:00
212,212,1622592000,35924.08,38235.08,36770.91,37568.15,417.79544429,2021-06-02,2021-06-02 08:00:00
211,211,1622678400,37187.16,39484.0,37441.85,39244.51,374.10709927,2021-06-03,2021-06-03 08:00:00
210,210,1622764800,35575.23,39267.34,39250.33,36881.64,582.8193511,2021-06-04,2021-06-04 08:00:00
209,209,1622851200,34832.97,37902.09,36857.56,35561.68,551.89954427,2021-06-05,2021-06-05 08:00:00
208,208,1622937600,35237.91,36469.99,35570.23,35808.21,288.47818672,2021-06-06,2021-06-06 08:00:00
207,207,1623024000,33333.0,36779.64,35882.01,33494.98,641.81225286,2021-06-07,2021-06-07 08:00:00
206,206,1623110400,30967.04,34051.72,33448.7,33369.87,1312.43881861,2021-06-08,2021-06-08 08:00:00
205,205,1623196800,32407.42,37524.88,33369.87,37426.92,1562.13936548,2021-06-09,2021-06-09 08:00:00
204,204,1623283200,35800.0,38410.17,37421.67,36661.07,797.82606099,2021-06-10,2021-06-10 08:00:00
203,203,1623369600,35952.44,37669.89,36679.49,37336.47,483.71700755,2021-06-11,2021-06-11 08:00:00
202,202,1623456000,34619.68,37433.27,37271.8,35527.06,610.80674387,2021-06-12,2021-06-12 08:00:00
201,201,1623542400,34777.85,39349.2,35530.92,39026.93,802.84672845,2021-06-13,2021-06-13 08:00:00
200,200,1623628800,38744.42,41036.01,39095.32,40513.96,869.26959822,2021-06-14,2021-06-14 08:00:00
199,199,1623715200,39543.49,41326.81,40510.78,40153.95,532.26745946,2021-06-15,2021-06-15 08:00:00
198,198,1623801600,38121.99,40490.07,40127.17,38290.16,525.54694734,2021-06-16,2021-06-16 08:00:00
197,197,1623888000,37377.41,39535.51,38287.27,38025.98,359.67453192,2021-06-17,2021-06-17 08:00:00
196,196,1623974400,35143.0,38183.15,38049.14,35797.97,397.43090098,2021-06-18,2021-06-18 08:00:00
195,195,1624060800,34824.03,36434.98,35787.57,35468.73,399.89976173,2021-06-19,2021-06-19 08:00:00
194,194,1624147200,33345.85,36116.37,35481.9,35543.48,643.99247988,2021-06-20,2021-06-20 08:00:00
193,193,1624233600,31269.22,35737.0,35574.81,31614.71,1645.80681975,2021-06-21,2021-06-21 08:00:00
192,192,1624320000,28801.12,33307.4,31674.66,32500.0,2346.93444919,2021-06-22,2021-06-22 08:00:00
191,191,1624406400,31711.18,35000.0,32516.89,33664.1,823.24797362,2021-06-23,2021-06-23 08:00:00
190,190,1624492800,32319.62,35274.3,33672.85,34667.67,488.76017692,2021-06-24,2021-06-24 08:00:00
189,189,1624579200,31300.0,35499.98,34726.88,31606.67,608.32444069,2021-06-25,2021-06-25 08:00:00
188,188,1624665600,30163.34,32717.61,31550.37,32286.95,539.29452601,2021-06-26,2021-06-26 08:00:00
187,187,1624752000,32003.13,34747.72,32307.69,34682.22,612.66738397,2021-06-27,2021-06-27 08:00:00
186,186,1624838400,33880.71,35286.23,34701.22,34488.63,408.32858662,2021-06-28,2021-06-28 08:00:00
185,185,1624924800,34247.08,36603.38,34492.73,35903.8,534.48861187,2021-06-29,2021-06-29 08:00:00
184,184,1625011200,34043.22,36078.06,35896.77,35035.08,396.47327003,2021-06-30,2021-06-30 08:00:00
183,183,1625097600,32716.17,35040.25,35040.25,33530.17,424.96620179,2021-07-01,2021-07-01 08:00:00
182,182,1625184000,32706.96,33960.77,33508.8,33820.83,270.28659105,2021-07-02,2021-07-02 08:00:00
181,181,1625270400,33322.78,34938.27,33841.47,34657.49,186.61339589,2021-07-03,2021-07-03 08:00:00
180,180,1625356800,34374.05,35954.33,34628.79,35291.87,170.78537433,2021-07-04,2021-07-04 08:00:00
179,179,1625443200,33136.27,35291.87,35291.87,33699.54,298.79233095,2021-07-05,2021-07-05 08:00:00
178,178,1625529600,33528.4,35096.77,33723.96,34189.89,314.16327599,2021-07-06,2021-07-06 08:00:00
177,177,1625616000,33791.62,35054.89,34182.78,33848.62,208.4609768,2021-07-07,2021-07-07 08:00:00
176,176,1625702400,32099.78,33923.08,33819.95,32857.23,323.08136529,2021-07-08,2021-07-08 08:00:00
175,175,1625788800,32279.03,34091.21,32829.86,33821.77,179.66006029,2021-07-09,2021-07-09 08:00:00
174,174,1625875200,33030.0,34257.94,33835.14,33549.03,126.54820649,2021-07-10,2021-07-10 08:00:00
173,173,1625961600,33321.21,34597.81,33542.74,34260.12,200.1077099,2021-07-11,2021-07-11 08:00:00
172,172,1626048000,32668.12,34673.1,34264.42,33089.05,190.88112754,2021-07-12,2021-07-12 08:00:00
171,171,1626134400,32200.33,33325.25,33088.43,32738.05,166.83288432,2021-07-13,2021-07-13 08:00:00
170,170,1626220800,31594.71,33099.29,32759.17,32805.94,275.78569141,2021-07-14,2021-07-14 08:00:00
169,169,1626307200,31146.57,33172.79,32842.75,31877.81,302.61349845,2021-07-15,2021-07-15 08:00:00
168,168,1626393600,31057.82,32243.39,31893.05,31381.96,240.84106029,2021-07-16,2021-07-16 08:00:00
167,167,1626480000,31177.58,31946.09,31386.94,31492.55,182.79852451,2021-07-17,2021-07-17 08:00:00
166,166,1626566400,31129.3,32434.44,31489.38,31791.27,193.20665596,2021-07-18,2021-07-18 08:00:00
165,165,1626652800,30424.63,31875.71,31806.03,30839.33,335.09193447,2021-07-19,2021-07-19 08:00:00
164,164,1626739200,29299.99,31050.0,30846.25,29780.55,295.82890901,2021-07-20,2021-07-20 08:00:00
163,163,1626825600,29512.85,32841.97,29766.56,32133.28,409.45883134,2021-07-21,2021-07-21 08:00:00
162,162,1626912000,31731.1,32595.33,32125.6,32313.11,184.87304419,2021-07-22,2021-07-22 08:00:00
161,161,1626998400,31985.0,33626.87,32333.24,33626.87,255.39279412,2021-07-23,2021-07-23 08:00:00
160,160,1627084800,33400.0,34492.95,33637.93,34259.78,264.66655674,2021-07-24,2021-07-24 08:00:00
159,159,1627171200,33867.39,35413.0,34259.91,35413.0,252.96692447,2021-07-25,2021-07-25 08:00:00
158,158,1627257600,35240.04,40539.3,35413.0,37249.67,1191.48825762,2021-07-26,2021-07-26 08:00:00
157,157,1627344000,36340.69,39539.32,37236.84,39464.16,622.31960614,2021-07-27,2021-07-27 08:00:00
156,156,1627430400,38790.08,40892.23,39456.83,39996.64,844.23470584,2021-07-28,2021-07-28 08:00:00
155,155,1627516800,39257.24,40645.22,39966.63,40024.01,393.58175864,2021-07-29,2021-07-29 08:00:00
154,154,1627603200,38330.1,42285.84,40029.75,42184.63,488.83576925,2021-07-30,2021-07-30 08:00:00
153,153,1627689600,41039.98,42405.88,42209.58,41448.09,306.42126323,2021-07-31,2021-07-31 08:00:00
152,152,1627776000,39417.85,42568.93,41450.52,39883.66,287.08623384,2021-08-01,2021-08-01 08:00:00
151,151,1627862400,38686.17,40462.23,39907.66,39120.64,371.81710266,2021-08-02,2021-08-02 08:00:00
150,150,1627948800,37619.41,39773.44,39128.95,38194.29,573.24409373,2021-08-03,2021-08-03 08:00:00
149,149,1628035200,37510.09,39959.44,38185.6,39737.2,354.70258791,2021-08-04,2021-08-04 08:00:00
148,148,1628121600,37327.88,41368.99,39717.31,40875.0,650.88260572,2021-08-05,2021-08-05 08:00:00
147,147,1628208000,39862.33,43368.68,40881.44,42831.58,743.08683184,2021-08-06,2021-08-06 08:00:00
146,146,1628294400,42456.85,44700.0,42841.29,44579.88,541.66656459,2021-08-07,2021-08-07 08:00:00
145,145,1628380800,43274.14,45321.75,44576.91,43814.66,492.99647282,2021-08-08,2021-08-08 08:00:00
144,144,1628467200,42768.16,46461.15,43807.72,46267.75,568.28700189,2021-08-09,2021-08-09 08:00:00
143,143,1628553600,44639.92,46721.02,46263.34,45592.75,523.75151779,2021-08-10,2021-08-10 08:00:00
142,142,1628640000,45356.05,46749.99,45571.51,45518.58,484.63055309,2021-08-11,2021-08-11 08:00:00
141,141,1628726400,43297.72,46207.52,45520.65,44420.74,686.35296465,2021-08-12,2021-08-12 08:00:00
140,140,1628812800,44230.83,47871.07,44420.04,47805.33,536.34969051,2021-08-13,2021-08-13 08:00:00
139,139,1628899200,46000.0,48145.74,47808.52,47019.62,440.19110922,2021-08-14,2021-08-14 08:00:00
138,138,1628985600,45500.0,47369.28,47083.69,47000.13,453.77369166,2021-08-15,2021-08-15 08:00:00
137,137,1629072000,45656.02,48036.95,47010.85,45915.52,506.78519404,2021-08-16,2021-08-16 08:00:00
136,136,1629158400,44412.39,47150.0,45911.01,44665.55,514.1741703,2021-08-17,2021-08-17 08:00:00
135,135,1629244800,44217.39,46022.94,44641.53,44691.85,384.27546016,2021-08-18,2021-08-18 08:00:00
134,134,1629331200,43944.95,47088.7,44707.65,46769.72,389.50385749,2021-08-19,2021-08-19 08:00:00
133,133,1629417600,46628.8,49403.9,46786.27,49341.72,607.11584799,2021-08-20,2021-08-20 08:00:00
132,132,1629504000,48235.41,49787.22,49343.52,48817.92,588.10718019,2021-08-21,2021-08-21 08:00:00
131,131,1629590400,48050.0,49494.93,48848.89,49227.57,289.93026139,2021-08-22,2021-08-22 08:00:00
130,130,1629676800,49025.64,50521.91,49248.33,49512.33,451.03070122,2021-08-23,2021-08-23 08:00:00
129,129,1629763200,47599.17,49850.33,49486.5,47706.9,508.84745997,2021-08-24,2021-08-24 08:00:00
128,128,1629849600,47141.23,49278.96,47668.37,48985.61,486.19559671,2021-08-25,2021-08-25 08:00:00
127,127,1629936000,46300.0,49345.88,48976.13,46852.08,653.51518265,2021-08-26,2021-08-26 08:00:00
126,126,1630022400,46341.62,49169.71,46844.49,49054.58,501.91073772,2021-08-27,2021-08-27 08:00:00
125,125,1630108800,48354.1,49285.1,49066.38,48911.02,250.74926118,2021-08-28,2021-08-28 08:00:00
124,124,1630195200,47746.45,50910.21,48917.23,48743.11,419.26475606,2021-08-29,2021-08-29 08:00:00
123,123,1630281600,46837.82,48872.09,48738.41,46981.83,585.61639264,2021-08-30,2021-08-30 08:00:00
122,122,1630368000,46691.73,48242.72,46981.83,47104.32,557.11528649,2021-08-31,2021-08-31 08:00:00
121,121,1630454400,46515.2,49127.51,47099.63,48819.12,581.38352215,2021-09-01,2021-09-01 08:00:00
120,120,1630540800,48598.47,50360.36,48819.76,49253.77,492.94986531,2021-09-02,2021-09-02 08:00:00
119,119,1630627200,48333.54,51043.06,49248.21,49995.92,1035.39825402,2021-09-03,2021-09-03 08:00:00
118,118,1630713600,49368.95,50533.38,49992.2,49915.33,646.54093201,2021-09-04,2021-09-04 08:00:00
117,117,1630800000,49459.13,51873.12,49922.52,51769.21,573.81626892,2021-09-05,2021-09-05 08:00:00
116,116,1630886400,50996.33,52769.22,51759.76,52670.16,549.86779807,2021-09-06,2021-09-06 08:00:00
115,115,1630972800,42759.18,52927.37,52660.19,46848.22,1746.47267963,2021-09-07,2021-09-07 08:00:00
114,114,1631059200,44434.08,47337.57,46858.64,46058.29,1242.18280973,2021-09-08,2021-09-08 08:00:00
113,113,1631145600,45524.1,47389.8,46058.29,46375.51,659.18083731,2021-09-09,2021-09-09 08:00:00
112,112,1631232000,44137.5,47029.9,46382.54,44845.99,883.99693717,2021-09-10,2021-09-10 08:00:00
111,111,1631318400,44735.82,45979.27,44839.63,45151.55,448.54523162,2021-09-11,2021-09-11 08:00:00
110,110,1631404800,44747.94,46450.0,45127.15,46031.87,352.61700945,2021-09-12,2021-09-12 08:00:00
109,109,1631491200,43399.97,46867.22,46036.57,44937.27,970.52416542,2021-09-13,2021-09-13 08:00:00
108,108,1631577600,44674.2,47247.0,44947.31,47129.64,593.58422134,2021-09-14,2021-09-14 08:00:00
107,107,1631664000,46701.81,48455.52,47109.89,48150.15,403.99348635,2021-09-15,2021-09-15 08:00:00
106,106,1631750400,47034.8,48502.98,48146.32,47758.15,424.68743242,2021-09-16,2021-09-16 08:00:00
105,105,1631836800,46758.38,48155.62,47758.15,47311.34,362.5283979,2021-09-17,2021-09-17 08:00:00
104,104,1631923200,47040.53,48821.4,47332.55,48298.09,363.69077576,2021-09-18,2021-09-18 08:00:00
103,103,1632009600,46823.97,48372.44,48295.65,47243.75,337.13180804,2021-09-19,2021-09-19 08:00:00
102,102,1632096000,42480.62,47338.06,47254.38,43029.76,1613.16001345,2021-09-20,2021-09-20 08:00:00
101,101,1632182400,39564.48,43629.42,43014.57,40699.5,2463.74982777,2021-09-21,2021-09-21 08:00:00
100,100,1632268800,40576.09,44000.0,40725.11,43554.79,1439.68738036,2021-09-22,2021-09-22 08:00:00
99,99,1632355200,43075.37,44982.12,43555.87,44864.27,793.57571918,2021-09-23,2021-09-23 08:00:00
98,98,1632441600,40677.63,45174.0,44865.05,42806.73,1103.31177443,2021-09-24,2021-09-24 08:00:00
97,97,1632528000,41666.0,42960.0,42815.84,42654.46,351.13586954,2021-09-25,2021-09-25 08:00:00
96,96,1632614400,40774.41,43913.21,42648.48,43199.9,548.5631464,2021-09-26,2021-09-26 08:00:00
95,95,1632700800,42100.0,44351.68,43151.98,42134.74,715.85064336,2021-09-27,2021-09-27 08:00:00
94,94,1632787200,40532.81,42760.82,42134.54,41021.62,531.14244618,2021-09-28,2021-09-28 08:00:00
93,93,1632873600,40752.08,42601.05,41012.55,41524.81,433.44951783,2021-09-29,2021-09-29 08:00:00
92,92,1632960000,41425.3,44110.36,41531.42,43816.91,374.01766966,2021-09-30,2021-09-30 08:00:00
91,91,1633046400,43301.4,48465.81,43809.87,48137.83,790.66270008,2021-10-01,2021-10-01 08:00:00
90,90,1633132800,47436.0,48337.74,48138.59,47668.55,288.24216086,2021-10-02,2021-10-02 08:00:00
89,89,1633219200,47102.38,49221.25,47675.62,48158.74,275.48352962,2021-10-03,2021-10-03 08:00:00
88,88,1633305600,46910.47,49494.34,48167.72,49209.6,577.57318343,2021-10-04,2021-10-04 08:00:00
87,87,1633392000,49034.04,51869.0,49234.03,51440.88,533.42809402,2021-10-05,2021-10-05 08:00:00
86,86,1633478400,50377.0,55753.63,51463.68,55324.59,916.28768781,2021-10-06,2021-10-06 08:00:00
85,85,1633564800,53395.43,55319.56,55314.94,53780.0,653.65899357,2021-10-07,2021-10-07 08:00:00
84,84,1633651200,53625.17,56094.04,53775.2,53931.85,514.88359534,2021-10-08,2021-10-08 08:00:00
83,83,1633737600,53671.0,55503.42,53921.36,54924.08,234.5644483,2021-10-09,2021-10-09 08:00:00
82,82,1633824000,54103.41,56509.77,54913.24,54667.45,520.75530897,2021-10-10,2021-10-10 08:00:00
81,81,1633910400,54426.17,57821.67,54616.85,57459.56,412.15144162,2021-10-11,2021-10-11 08:00:00
80,80,1633996800,53918.0,57765.77,57476.49,56004.46,516.91249438,2021-10-12,2021-10-12 08:00:00
79,79,1634083200,54250.56,57782.07,55980.23,57370.64,490.01108948,2021-10-13,2021-10-13 08:00:00
78,78,1634169600,56788.0,58541.09,57374.64,57351.22,542.91570926,2021-10-14,2021-10-14 08:00:00
77,77,1634256000,56865.11,62914.82,57349.76,61671.36,1311.45964657,2021-10-15,2021-10-15 08:00:00
76,76,1634342400,60152.67,62356.1,61682.59,60881.22,577.91723413,2021-10-16,2021-10-16 08:00:00
75,75,1634428800,58909.1,61697.7,60866.41,61587.68,526.15138747,2021-10-17,2021-10-17 08:00:00
74,74,1634515200,59889.27,62700.52,61553.05,62025.88,582.88974858,2021-10-18,2021-10-18 08:00:00
73,73,1634601600,61251.04,64488.0,62020.42,64295.93,577.30092708,2021-10-19,2021-10-19 08:00:00
72,72,1634688000,63498.85,66992.54,64299.97,66006.99,462.94545501,2021-10-20,2021-10-20 08:00:00
71,71,1634774400,62023.54,66666.83,65980.38,62195.6,989.30317151,2021-10-21,2021-10-21 08:00:00
70,70,1634860800,60014.69,63738.01,62203.37,60672.27,794.67981794,2021-10-22,2021-10-22 08:00:00
69,69,1634947200,59644.11,61737.69,60664.79,61326.1,318.99553551,2021-10-23,2021-10-23 08:00:00
68,68,1635033600,59506.81,61498.99,61313.59,60855.0,407.24842617,2021-10-24,2021-10-24 08:00:00
67,67,1635120000,60653.37,63717.38,60894.3,63097.69,443.84735034,2021-10-25,2021-10-25 08:00:00
66,66,1635206400,59844.6,63290.69,63083.2,60294.71,475.60945335,2021-10-26,2021-10-26 08:00:00
65,65,1635292800,58003.4,61488.19,60320.21,58419.48,1064.91331657,2021-10-27,2021-10-27 08:00:00
64,64,1635379200,57000.0,62477.67,58427.04,60585.36,867.56229346,2021-10-28,2021-10-28 08:00:00
63,63,1635465600,60176.56,62966.92,60577.22,62262.95,628.23819317,2021-10-29,2021-10-29 08:00:00
62,62,1635552000,60717.28,62358.21,62262.96,61873.82,383.26760967,2021-10-30,2021-10-30 08:00:00
61,61,1635638400,59971.0,62399.95,61874.37,61297.41,371.99569207,2021-10-31,2021-10-31 08:00:00
60,60,1635724800,59456.7,62439.89,61303.15,60937.8,488.83231011,2021-11-01,2021-11-01 08:00:00
59,59,1635811200,60634.47,64266.74,60901.34,63212.21,463.25820686,2021-11-02,2021-11-02 08:00:00
58,58,1635897600,60050.0,63510.71,63221.61,62891.6,519.26130343,2021-11-03,2021-11-03 08:00:00
57,57,1635984000,60686.43,63080.97,62894.18,61383.68,308.65740276,2021-11-04,2021-11-04 08:00:00
56,56,1636070400,60722.55,62596.99,61385.33,60953.19,318.02650182,2021-11-05,2021-11-05 08:00:00
55,55,1636156800,60064.17,61551.98,60953.19,61472.5,186.10304351,2021-11-06,2021-11-06 08:00:00
54,54,1636243200,61339.78,63283.82,61480.87,63283.82,178.90152825,2021-11-07,2021-11-07 08:00:00
53,53,1636329600,63292.18,67787.8,63292.18,67530.04,467.49916941,2021-11-08,2021-11-08 08:00:00
52,52,1636416000,66266.97,68532.02,67516.66,66933.03,351.2417967,2021-11-09,2021-11-09 08:00:00
51,51,1636502400,62895.0,69023.79,66965.05,64886.44,673.8972795,2021-11-10,2021-11-10 08:00:00
50,50,1636588800,64111.11,65582.1,64856.04,64789.13,284.41235005,2021-11-11,2021-11-11 08:00:00
49,49,1636675200,62286.7,65447.27,64755.8,64136.62,388.23488347,2021-11-12,2021-11-12 08:00:00
48,48,1636761600,63376.61,64967.23,64169.7,64369.75,149.76526685,2021-11-13,2021-11-13 08:00:00
47,47,1636848000,63590.0,65537.56,64369.16,65537.56,232.71012738,2021-11-14,2021-11-14 08:00:00
46,46,1636934400,63367.47,66341.77,65544.42,63602.37,260.82930725,2021-11-15,2021-11-15 08:00:00
45,45,1637020800,58500.0,63612.42,63602.8,60056.95,730.71913872,2021-11-16,2021-11-16 08:00:00
44,44,1637107200,58370.59,60819.68,60068.25,60340.37,372.47309677,2021-11-17,2021-11-17 08:00:00
43,43,1637193600,56488.08,60945.75,60340.27,56897.58,815.389794,2021-11-18,2021-11-18 08:00:00
42,42,1637280000,55600.0,58327.3,56871.82,58060.46,499.8677132,2021-11-19,2021-11-19 08:00:00
41,41,1637366400,57369.56,59854.03,58050.33,59712.82,254.53662696,2021-11-20,2021-11-20 08:00:00
40,40,1637452800,58500.88,60014.18,59725.39,58616.04,194.42433145,2021-11-21,2021-11-21 08:00:00
39,39,1637539200,55618.59,59653.43,58642.43,56243.35,493.33602893,2021-11-22,2021-11-22 08:00:00
38,38,1637625600,55351.6,57953.55,56243.35,57522.29,393.17031864,2021-11-23,2021-11-23 08:00:00
37,37,1637712000,55877.14,57588.84,57559.52,57164.19,358.99252856,2021-11-24,2021-11-24 08:00:00
36,36,1637798400,57015.77,59385.5,57208.1,58943.24,305.77712064,2021-11-25,2021-11-25 08:00:00
35,35,1637884800,53500.01,59157.31,58977.72,53735.86,610.9660946,2021-11-26,2021-11-26 08:00:00
34,34,1637971200,53589.61,55284.06,53736.57,54726.22,267.10930868,2021-11-27,2021-11-27 08:00:00
33,33,1638057600,53292.94,57435.54,54702.61,57300.21,365.28972965,2021-11-28,2021-11-28 08:00:00
32,32,1638144000,56681.2,58871.51,57308.22,57784.61,317.3983273,2021-11-29,2021-11-29 08:00:00
31,31,1638230400,55880.62,59200.0,57787.27,56937.48,395.49747403,2021-11-30,2021-11-30 08:00:00
30,30,1638316800,56463.31,59059.63,56937.48,57185.43,531.08862065,2021-12-01,2021-12-01 08:00:00
29,29,1638403200,55782.28,57374.28,57185.33,56489.66,472.8544059,2021-12-02,2021-12-02 08:00:00
28,28,1638489600,51600.7,57585.37,56531.24,53677.78,520.46525657,2021-12-03,2021-12-03 08:00:00
27,27,1638576000,42002.88,53858.72,53626.39,49158.68,1341.61249748,2021-12-04,2021-12-04 08:00:00
26,26,1638662400,47745.54,49689.83,49151.84,49404.08,510.19161299,2021-12-05,2021-12-05 08:00:00
25,25,1638748800,47135.27,50909.23,49419.68,50492.76,691.33176073,2021-12-06,2021-12-06 08:00:00
24,24,1638835200,50032.21,51928.41,50488.05,50587.77,421.21293677,2021-12-07,2021-12-07 08:00:00
23,23,1638921600,48589.0,51204.54,50603.36,50495.36,412.64883481,2021-12-08,2021-12-08 08:00:00
22,22,1639008000,47312.62,50811.51,50481.97,47562.4,571.66868819,2021-12-09,2021-12-09 08:00:00
21,21,1639094400,46884.6,50100.0,47533.69,47152.35,616.80679931,2021-12-10,2021-12-10 08:00:00
20,20,1639180800,46765.67,49483.85,47140.82,49386.16,357.31430646,2021-12-11,2021-12-11 08:00:00
19,19,1639267200,48623.28,50766.79,49400.09,50049.52,302.17020638,2021-12-12,2021-12-12 08:00:00
18,18,1639353600,45724.09,50177.46,50047.63,46696.75,633.73453456,2021-12-13,2021-12-13 08:00:00
17,17,1639440000,46302.02,48658.91,46699.37,48350.35,443.21181173,2021-12-14,2021-12-14 08:00:00
16,16,1639526400,46543.93,49482.19,48338.06,48881.57,574.40705078,2021-12-15,2021-12-15 08:00:00
15,15,1639612800,47520.89,49438.53,48861.12,47629.82,352.61369796,2021-12-16,2021-12-16 08:00:00
14,14,1639699200,45465.94,47986.85,47619.08,46154.23,426.36590058,2021-12-17,2021-12-17 08:00:00
13,13,1639785600,45500.0,47333.33,46194.8,46824.61,283.44171676,2021-12-18,2021-12-18 08:00:00
12,12,1639872000,46416.03,48351.28,46795.8,46680.0,307.4160977,2021-12-19,2021-12-19 08:00:00
11,11,1639958400,45560.0,47532.74,46665.71,46893.94,390.18864166,2021-12-20,2021-12-20 08:00:00
10,10,1640044800,46648.05,49332.36,46928.99,48900.56,349.53377213,2021-12-21,2021-12-21 08:00:00
9,9,1640131200,48433.35,49569.81,48899.95,48598.54,358.48607644,2021-12-22,2021-12-22 08:00:00
8,8,1640217600,48046.36,51390.46,48580.37,50817.7,439.72065888,2021-12-23,2021-12-23 08:00:00
7,7,1640304000,50406.22,51825.87,50841.87,50820.8,316.82627902,2021-12-24,2021-12-24 08:00:00
6,6,1640390400,50163.15,51142.85,50833.51,50404.17,234.65397494,2021-12-25,2021-12-25 08:00:00
5,5,1640476800,49434.02,51275.52,50386.29,50787.71,302.54481641,2021-12-26,2021-12-26 08:00:00
4,4,1640563200,50453.64,52081.94,50789.78,50671.03,393.80907481,2021-12-27,2021-12-27 08:00:00
3,3,1640649600,47294.83,50708.03,50708.03,47532.88,661.12633834,2021-12-28,2021-12-28 08:00:00
2,2,1640736000,46097.67,48135.65,47547.33,46457.51,352.96374859,2021-12-29,2021-12-29 08:00:00
1,1,1640822400,45952.63,47906.89,46461.4,47116.88,578.46486366,2021-12-30,2021-12-30 08:00:00
0,0,1640908800,45665.15,48563.59,47128.25,46202.07,562.04108554,2021-12-31,2021-12-31 08:00:00
150,150,1640995200,46219.13,47958.65,46221.22,47728.93,313.2159709,2022-01-01,2022-01-01 08:00:00
149,149,1641081600,46644.55,47987.85,47718.04,47289.79,367.66055943,2022-01-02,2022-01-02 08:00:00
148,148,1641168000,45700.0,47565.16,47270.43,46437.18,387.86311547,2022-01-03,2022-01-03 08:00:00
147,147,1641254400,45550.0,47527.94,46446.93,45825.84,440.49060572,2022-01-04,2022-01-04 08:00:00
146,146,1641340800,42475.0,47069.69,45828.31,43457.96,1038.79052169,2022-01-05,2022-01-05 08:00:00
145,145,1641427200,42434.99,43784.22,43444.07,43092.95,888.377054,2022-01-06,2022-01-06 08:00:00
144,144,1641513600,40617.71,43135.17,43106.46,41557.73,1124.31490953,2022-01-07,2022-01-07 08:00:00
143,143,1641600000,40517.4,42313.5,41557.73,41680.28,733.52738273,2022-01-08,2022-01-08 08:00:00
142,142,1641686400,41212.62,42785.71,41692.5,41847.04,541.23048885,2022-01-09,2022-01-09 08:00:00
141,141,1641772800,39650.75,42233.7,41854.71,41841.84,896.61708158,2022-01-10,2022-01-10 08:00:00
140,140,1641859200,41277.0,43112.56,41847.58,42713.89,726.33142507,2022-01-11,2022-01-11 08:00:00
139,139,1641945600,42453.36,44335.54,42735.22,43902.23,589.9794868,2022-01-12,2022-01-12 08:00:00
138,138,1642032000,42316.66,44415.82,43875.03,42564.53,502.52606598,2022-01-13,2022-01-13 08:00:00
137,137,1642118400,41760.08,43445.15,42560.91,43067.32,508.03461959,2022-01-14,2022-01-14 08:00:00
136,136,1642204800,42558.12,43807.64,43072.06,43071.0,252.08618271,2022-01-15,2022-01-15 08:00:00
135,135,1642291200,42589.12,43482.44,43075.31,43083.31,315.04021878,2022-01-16,2022-01-16 08:00:00
134,134,1642377600,41546.92,43172.45,43083.31,42202.06,511.11076347,2022-01-17,2022-01-17 08:00:00
133,133,1642464000,41287.83,42674.29,42209.24,42375.19,626.51141421,2022-01-18,2022-01-18 08:00:00
132,132,1642550400,41141.39,42547.74,42396.57,41679.17,653.86221365,2022-01-19,2022-01-19 08:00:00
131,131,1642636800,40563.65,43500.0,41677.52,40684.14,596.95469516,2022-01-20,2022-01-20 08:00:00
130,130,1642723200,35417.79,41101.36,40638.45,36451.67,1646.69478542,2022-01-21,2022-01-21 08:00:00
129,129,1642809600,34004.96,36815.33,36430.77,35058.93,1151.45720482,2022-01-22,2022-01-22 08:00:00
128,128,1642896000,34608.67,36517.89,35078.2,36248.03,872.19972497,2022-01-23,2022-01-23 08:00:00
127,127,1642982400,32938.19,37542.33,36263.82,36674.96,1432.08328348,2022-01-24,2022-01-24 08:00:00
126,126,1643068800,35703.05,37560.3,36687.36,36980.75,1073.17112996,2022-01-25,2022-01-25 08:00:00
125,125,1643155200,36248.13,38917.2,36976.36,36821.39,1075.88844333,2022-01-26,2022-01-26 08:00:00
124,124,1643241600,35505.31,37233.78,36812.0,37148.08,736.31101734,2022-01-27,2022-01-27 08:00:00
123,123,1643328000,36155.82,38002.84,37147.11,37718.29,706.68106904,2022-01-28,2022-01-28 08:00:00
122,122,1643414400,37303.77,38775.66,37718.26,38174.36,611.97145981,2022-01-29,2022-01-29 08:00:00
121,121,1643500800,37361.19,38364.34,38185.47,37895.92,426.86278102,2022-01-30,2022-01-30 08:00:00
120,120,1643587200,36636.39,38742.9,37895.73,38471.77,708.75427851,2022-01-31,2022-01-31 08:00:00
