,归集成交id,成交价,成交量,归集首个id,归集末个id,成交时间,是否主卖,最优戳和,UTC时间,北京时间
,a,p,q,f,l,T,m,M,datetime_utc,datetime_bj
191,2783516005,43908.52,0.00216,3314658192,3314658192,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.130000+08:00
192,2783516006,43908.72,0.00541,3314658193,3314658193,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.130000+08:00
193,2783516007,43908.96,0.00213,3314658194,3314658194,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.130000+08:00
194,2783516008,43909.02,0.00216,3314658195,3314658195,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.130000+08:00
195,2783516009,43909.15,0.01599,3314658196,3314658196,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.139000+08:00
196,2783516010,43909.15,0.00025,3314658197,3314658197,1.70222E+12,FALSE,TRUE,00:15.1,2023-12-11 00:00:15.142000+08:00
197,2783516011,43909.14,0.00045,3314658198,3314658198,1.70222E+12,TRUE,TRUE,00:15.4,2023-12-11 00:00:15.356000+08:00
198,2783516012,43909.15,0.00019,3314658199,3314658199,1.70222E+12,FALSE,TRUE,00:15.4,2023-12-11 00:00:15.369000+08:00
199,2783516013,43909.14,0.0002,3314658200,3314658200,1.70222E+12,TRUE,TRUE,00:15.5,2023-12-11 00:00:15.516000+08:00
200,2783516014,43909.15,0.0011,3314658201,3314658201,1.70222E+12,FALSE,TRUE,00:16.4,2023-12-11 00:00:16.362000+08:00
201,2783516015,43909.15,0.00087,3314658202,3314658202,1.70222E+12,FALSE,TRUE,00:16.4,2023-12-11 00:00:16.422000+08:00
202,2783516016,43909.14,0.00624,3314658203,3314658203,1.70222E+12,TRUE,TRUE,00:16.5,2023-12-11 00:00:16.528000+08:00
203,2783516017,43909.14,0.0024,3314658204,3314658204,1.70222E+12,TRUE,TRUE,00:16.6,2023-12-11 00:00:16.588000+08:00
204,2783516018,43909.14,0.00111,3314658205,3314658205,1.70222E+12,TRUE,TRUE,00:16.9,2023-12-11 00:00:16.911000+08:00
205,2783516019,43909.15,0.20001,3314658206,3314658208,1.70222E+12,FALSE,TRUE,00:17.5,2023-12-11 00:00:17.481000+08:00
206,2783516020,43909.14,0.00319,3314658209,3314658209,1.70222E+12,TRUE,TRUE,00:17.7,2023-12-11 00:00:17.692000+08:00
207,2783516021,43909.14,0.01138,3314658210,3314658210,1.70222E+12,TRUE,TRUE,00:18.3,2023-12-11 00:00:18.331000+08:00
208,2783516022,43909.14,0.00026,3314658211,3314658211,1.70222E+12,TRUE,TRUE,00:18.5,2023-12-11 00:00:18.513000+08:00
209,2783516023,43909.14,0.00036,3314658212,3314658212,1.70222E+12,TRUE,TRUE,00:18.6,2023-12-11 00:00:18.621000+08:00
210,2783516024,43909.14,0.00123,3314658213,3314658213,1.70222E+12,TRUE,TRUE,00:18.7,2023-12-11 00:00:18.658000+08:00
211,2783516025,43909.14,0.00065,3314658214,3314658214,1.70222E+12,TRUE,TRUE,00:19.0,2023-12-11 00:00:19.013000+08:00
212,2783516026,43909.15,0.00182,3314658215,3314658215,1.70222E+12,FALSE,TRUE,00:19.4,2023-12-11 00:00:19.424000+08:00
213,2783516027,43909.15,0.00045,3314658216,3314658216,1.70222E+12,FALSE,TRUE,00:19.4,2023-12-11 00:00:19.425000+08:00
214,2783516028,43909.15,0.0011,3314658217,3314658217,1.70222E+12,FALSE,TRUE,00:19.5,2023-12-11 00:00:19.509000+08:00
215,2783516029,43909.15,0.02297,3314658218,3314658218,1.70222E+12,FALSE,TRUE,00:19.7,2023-12-11 00:00:19.673000+08:00
216,2783516030,43909.15,0.05904,3314658219,3314658220,1.70222E+12,FALSE,TRUE,00:19.7,2023-12-11 00:00:19.696000+08:00
217,2783516031,43909.15,0.00073,3314658221,3314658221,1.70222E+12,FALSE,TRUE,00:19.7,2023-12-11 00:00:19.720000+08:00
218,2783516032,43909.14,0.00082,3314658222,3314658222,1.70222E+12,TRUE,TRUE,00:20.2,2023-12-11 00:00:20.177000+08:00
219,2783516033,43909.14,0.0205,3314658223,3314658223,1.70222E+12,TRUE,TRUE,00:20.8,2023-12-11 00:00:20.830000+08:00
220,2783516034,43909.14,0.00031,3314658224,3314658224,1.70222E+12,TRUE,TRUE,00:21.2,2023-12-11 00:00:21.182000+08:00
221,2783516035,43909.14,0.00387,3314658225,3314658225,1.70222E+12,TRUE,TRUE,00:21.2,2023-12-11 00:00:21.232000+08:00
222,2783516036,43909.14,0.00527,3314658226,3314658226,1.70222E+12,TRUE,TRUE,00:21.5,2023-12-11 00:00:21.504000+08:00
223,2783516037,43909.14,0.00297,3314658227,3314658227,1.70222E+12,TRUE,TRUE,00:21.6,2023-12-11 00:00:21.582000+08:00
224,2783516038,43909.15,0.00065,3314658228,3314658228,1.70222E+12,FALSE,TRUE,00:21.7,2023-12-11 00:00:21.666000+08:00
225,2783516039,43909.14,0.00074,3314658229,3314658229,1.70222E+12,TRUE,TRUE,00:21.7,2023-12-11 00:00:21.735000+08:00
226,2783516040,43909.15,0.00316,3314658230,3314658230,1.70222E+12,FALSE,TRUE,00:22.2,2023-12-11 00:00:22.167000+08:00
227,2783516041,43909.15,0.00065,3314658231,3314658231,1.70222E+12,FALSE,TRUE,00:22.2,2023-12-11 00:00:22.227000+08:00
228,2783516042,43909.14,0.0011,3314658232,3314658232,1.70222E+12,TRUE,TRUE,00:22.7,2023-12-11 00:00:22.700000+08:00
229,2783516043,43909.15,0.00138,3314658233,3314658234,1.70222E+12,FALSE,TRUE,00:22.7,2023-12-11 00:00:22.711000+08:00
230,2783516044,43909.14,0.00045,3314658235,3314658235,1.70222E+12,TRUE,TRUE,00:22.7,2023-12-11 00:00:22.713000+08:00
231,2783516045,43909.14,0.0002,3314658236,3314658236,1.70222E+12,TRUE,TRUE,00:22.9,2023-12-11 00:00:22.901000+08:00
232,2783516046,43909.14,0.00232,3314658237,3314658237,1.70222E+12,TRUE,TRUE,00:23.2,2023-12-11 00:00:23.242000+08:00
233,2783516047,43909.14,0.00025,3314658238,3314658238,1.70222E+12,TRUE,TRUE,00:23.4,2023-12-11 00:00:23.404000+08:00
234,2783516048,43909.15,0.01184,3314658239,3314658240,1.70222E+12,FALSE,TRUE,00:23.7,2023-12-11 00:00:23.693000+08:00
235,2783516049,43909.15,0.0002,3314658241,3314658241,1.70222E+12,FALSE,TRUE,00:23.7,2023-12-11 00:00:23.721000+08:00
236,2783516050,43909.15,0.00034,3314658242,3314658242,1.70222E+12,FALSE,TRUE,00:23.8,2023-12-11 00:00:23.769000+08:00
237,2783516051,43909.14,0.00014,3314658243,3314658243,1.70222E+12,TRUE,TRUE,00:23.8,2023-12-11 00:00:23.781000+08:00
238,2783516052,43909.15,0.19859,3314658244,3314658245,1.70222E+12,FALSE,TRUE,00:23.9,2023-12-11 00:00:23.904000+08:00
239,2783516053,43909.15,0.01044,3314658246,3314658246,1.70222E+12,FALSE,TRUE,00:23.9,2023-12-11 00:00:23.908000+08:00
240,2783516054,43909.15,0.00019,3314658247,3314658247,1.70222E+12,FALSE,TRUE,00:24.0,2023-12-11 00:00:24.033000+08:00
241,2783516055,43909.15,0.00475,3314658248,3314658248,1.70222E+12,FALSE,TRUE,00:24.2,2023-12-11 00:00:24.228000+08:00
242,2783516056,43909.15,0.00096,3314658249,3314658249,1.70222E+12,FALSE,TRUE,00:24.2,2023-12-11 00:00:24.229000+08:00
243,2783516057,43909.15,0.01019,3314658250,3314658250,1.70222E+12,FALSE,TRUE,00:24.3,2023-12-11 00:00:24.333000+08:00
244,2783516058,43909.15,0.0452,3314658251,3314658251,1.70222E+12,FALSE,TRUE,00:24.5,2023-12-11 00:00:24.470000+08:00
245,2783516059,43909.15,0.02766,3314658252,3314658254,1.70222E+12,FALSE,TRUE,00:24.5,2023-12-11 00:00:24.474000+08:00
246,2783516060,43909.15,0.00016,3314658255,3314658255,1.70222E+12,FALSE,TRUE,00:25.2,2023-12-11 00:00:25.192000+08:00
247,2783516061,43909.15,0.00013,3314658256,3314658256,1.70222E+12,FALSE,TRUE,00:25.2,2023-12-11 00:00:25.197000+08:00
248,2783516062,43909.15,0.00013,3314658257,3314658257,1.70222E+12,FALSE,TRUE,00:25.2,2023-12-11 00:00:25.198000+08:00
249,2783516063,43909.15,0.126,3314658258,3314658262,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
250,2783516064,43909.3,0.002,3314658263,3314658264,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
251,2783516065,43909.44,0.00213,3314658265,3314658265,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
252,2783516066,43909.52,0.00216,3314658266,3314658266,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
253,2783516067,43909.55,0.00541,3314658267,3314658267,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
254,2783516068,43909.92,0.00213,3314658268,3314658268,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
255,2783516069,43910,0.02112,3314658269,3314658270,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
256,2783516070,43910.02,0.00216,3314658271,3314658271,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
257,2783516071,43910.28,0.09945,3314658272,3314658272,1.70222E+12,FALSE,TRUE,00:25.4,2023-12-11 00:00:25.449000+08:00
258,2783516072,43910.28,0.00115,3314658273,3314658273,1.70222E+12,FALSE,TRUE,00:25.5,2023-12-11 00:00:25.479000+08:00
259,2783516073,43910.27,0.00314,3314658274,3314658274,1.70222E+12,TRUE,TRUE,00:26.0,2023-12-11 00:00:26.005000+08:00
260,2783516074,43910.28,0.00096,3314658275,3314658275,1.70222E+12,FALSE,TRUE,00:26.7,2023-12-11 00:00:26.653000+08:00
261,2783516075,43910.28,0.00337,3314658276,3314658276,1.70222E+12,FALSE,TRUE,00:27.0,2023-12-11 00:00:26.963000+08:00
262,2783516076,43910.28,0.00115,3314658277,3314658277,1.70222E+12,FALSE,TRUE,00:27.0,2023-12-11 00:00:27.023000+08:00
263,2783516077,43910.28,0.00147,3314658278,3314658278,1.70222E+12,FALSE,TRUE,00:27.5,2023-12-11 00:00:27.485000+08:00
264,2783516078,43910.28,0.0002,3314658279,3314658279,1.70222E+12,FALSE,TRUE,00:27.8,2023-12-11 00:00:27.766000+08:00
265,2783516079,43910.27,0.00016,3314658280,3314658280,1.70222E+12,TRUE,TRUE,00:27.8,2023-12-11 00:00:27.813000+08:00
266,2783516080,43910.28,0.29982,3314658281,3314658283,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.895000+08:00
267,2783516081,43910.38,0.00541,3314658284,3314658284,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.899000+08:00
268,2783516082,43910.4,0.00213,3314658285,3314658285,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.899000+08:00
269,2783516083,43910.52,0.00216,3314658286,3314658286,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.899000+08:00
270,2783516084,43910.88,0.00213,3314658287,3314658287,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.899000+08:00
271,2783516085,43911.02,0.00216,3314658288,3314658288,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.899000+08:00
272,2783516086,43911.1,0.00087,3314658289,3314658289,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.900000+08:00
273,2783516087,43911.1,0.00118,3314658290,3314658290,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.900000+08:00
274,2783516088,43911.1,0.001,3314658291,3314658291,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.900000+08:00
275,2783516089,43911.1,0.00095,3314658292,3314658292,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.901000+08:00
276,2783516090,43911.1,0.00141,3314658293,3314658293,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.901000+08:00
277,2783516091,43911.1,0.00123,3314658294,3314658294,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.901000+08:00
278,2783516092,43911.1,0.001,3314658295,3314658295,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.901000+08:00
279,2783516093,43911.1,0.00091,3314658296,3314658296,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.901000+08:00
280,2783516094,43911.1,0.001,3314658297,3314658297,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.902000+08:00
281,2783516095,43911.1,0.00089,3314658298,3314658298,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.904000+08:00
282,2783516096,43911.09,0.00022,3314658299,3314658299,1.70222E+12,TRUE,TRUE,00:27.9,2023-12-11 00:00:27.939000+08:00
283,2783516097,43911.1,0.00089,3314658300,3314658300,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
284,2783516098,43911.1,0.001,3314658301,3314658301,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
285,2783516099,43911.1,0.00093,3314658302,3314658302,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
286,2783516100,43911.1,0.00097,3314658303,3314658303,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
287,2783516101,43911.1,0.00096,3314658304,3314658304,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
288,2783516102,43911.1,0.00091,3314658305,3314658305,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
289,2783516103,43911.1,0.00125,3314658306,3314658306,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
290,2783516104,43911.1,0.00094,3314658307,3314658307,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
291,2783516105,43911.1,0.00098,3314658308,3314658308,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
292,2783516106,43911.1,0.00091,3314658309,3314658309,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
293,2783516107,43911.1,0.00107,3314658310,3314658310,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
294,2783516108,43911.1,0.00091,3314658311,3314658311,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
295,2783516109,43911.1,0.00088,3314658312,3314658312,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
296,2783516110,43911.1,0.00091,3314658313,3314658313,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
297,2783516111,43911.1,0.00118,3314658314,3314658314,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
298,2783516112,43911.1,0.00091,3314658315,3314658315,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
299,2783516113,43911.1,0.00091,3314658316,3314658316,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
300,2783516114,43911.1,0.00095,3314658317,3314658317,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
301,2783516115,43911.1,0.00089,3314658318,3314658318,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
302,2783516116,43911.1,0.00089,3314658319,3314658319,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
303,2783516117,43911.1,0.00097,3314658320,3314658320,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
304,2783516118,43911.1,0.00091,3314658321,3314658321,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
305,2783516119,43911.1,0.00092,3314658322,3314658322,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
306,2783516120,43911.1,0.00091,3314658323,3314658323,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
307,2783516121,43911.1,0.001,3314658324,3314658324,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
308,2783516122,43911.1,0.00091,3314658325,3314658325,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
309,2783516123,43911.1,0.0009,3314658326,3314658326,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
310,2783516124,43911.1,0.00094,3314658327,3314658327,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
311,2783516125,43911.1,0.00123,3314658328,3314658328,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
312,2783516126,43911.1,0.00091,3314658329,3314658329,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
313,2783516127,43911.1,0.00102,3314658330,3314658330,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
314,2783516128,43911.1,0.00091,3314658331,3314658331,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.949000+08:00
315,2783516129,43911.1,0.00091,3314658332,3314658332,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.950000+08:00
316,2783516130,43911.1,0.00088,3314658333,3314658333,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.950000+08:00
317,2783516131,43911.1,0.00107,3314658334,3314658334,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.950000+08:00
318,2783516132,43911.1,0.00089,3314658335,3314658335,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.950000+08:00
319,2783516133,43911.1,0.00095,3314658336,3314658336,1.70222E+12,FALSE,TRUE,00:27.9,2023-12-11 00:00:27.950000+08:00
320,2783516134,43911.1,0.00089,3314658337,3314658337,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.951000+08:00
321,2783516135,43911.1,0.00098,3314658338,3314658338,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.951000+08:00
322,2783516136,43911.1,0.00141,3314658339,3314658339,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.952000+08:00
323,2783516137,43911.1,0.00091,3314658340,3314658340,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.952000+08:00
324,2783516138,43911.1,0.00091,3314658341,3314658341,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.953000+08:00
325,2783516139,43911.1,0.00097,3314658342,3314658342,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.953000+08:00
326,2783516140,43911.1,0.00091,3314658343,3314658343,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.953000+08:00
327,2783516141,43911.1,0.00088,3314658344,3314658344,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.954000+08:00
328,2783516142,43911.1,0.00091,3314658345,3314658345,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.956000+08:00
329,2783516143,43911.1,0.00089,3314658346,3314658346,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.956000+08:00
330,2783516144,43911.1,0.00091,3314658347,3314658347,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.958000+08:00
331,2783516145,43911.1,0.00087,3314658348,3314658348,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.958000+08:00
332,2783516146,43911.1,0.00091,3314658349,3314658349,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.961000+08:00
333,2783516147,43911.1,0.00091,3314658350,3314658350,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.968000+08:00
334,2783516148,43911.1,0.001,3314658351,3314658351,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.977000+08:00
335,2783516149,43911.1,0.00091,3314658352,3314658352,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.981000+08:00
336,2783516150,43911.1,0.00095,3314658353,3314658353,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.982000+08:00
337,2783516151,43911.1,0.00118,3314658354,3314658354,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.983000+08:00
338,2783516152,43911.1,0.00141,3314658355,3314658355,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.985000+08:00
339,2783516153,43911.1,0.00123,3314658356,3314658356,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.991000+08:00
340,2783516154,43911.1,0.001,3314658357,3314658357,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.992000+08:00
341,2783516155,43911.1,0.00147,3314658358,3314658358,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.992000+08:00
342,2783516156,43911.21,0.00589,3314658359,3314658360,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.992000+08:00
343,2783516157,43911.35,0.00087,3314658361,3314658361,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:27.995000+08:00
344,2783516158,43911.35,0.00118,3314658362,3314658362,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:28.009000+08:00
345,2783516159,43911.35,0.00091,3314658363,3314658363,1.70222E+12,FALSE,TRUE,00:28.0,2023-12-11 00:00:28.030000+08:00
346,2783516160,43911.35,0.00337,3314658364,3314658364,1.70222E+12,FALSE,TRUE,00:28.1,2023-12-11 00:00:28.092000+08:00
347,2783516161,43911.34,0.00027,3314658365,3314658365,1.70222E+12,TRUE,TRUE,00:28.5,2023-12-11 00:00:28.496000+08:00
348,2783516162,43911.34,0.00458,3314658366,3314658366,1.70222E+12,TRUE,TRUE,00:28.5,2023-12-11 00:00:28.511000+08:00
349,2783516163,43911.34,0.00224,3314658367,3314658367,1.70222E+12,TRUE,TRUE,00:28.7,2023-12-11 00:00:28.669000+08:00
350,2783516164,43911.34,0.0005,3314658368,3314658368,1.70222E+12,TRUE,TRUE,00:28.7,2023-12-11 00:00:28.728000+08:00
351,2783516165,43911.35,0.00144,3314658369,3314658371,1.70222E+12,FALSE,TRUE,00:28.9,2023-12-11 00:00:28.935000+08:00
352,2783516166,43911.34,0.0035,3314658372,3314658372,1.70222E+12,TRUE,TRUE,00:29.2,2023-12-11 00:00:29.207000+08:00
353,2783516167,43911.35,0.00011,3314658373,3314658373,1.70222E+12,FALSE,TRUE,00:30.2,2023-12-11 00:00:30.194000+08:00
354,2783516168,43911.34,0.0025,3314658374,3314658374,1.70222E+12,TRUE,TRUE,00:30.4,2023-12-11 00:00:30.364000+08:00
355,2783516169,43911.34,0.00057,3314658375,3314658375,1.70222E+12,TRUE,TRUE,00:30.6,2023-12-11 00:00:30.572000+08:00
356,2783516170,43911.35,0.06586,3314658376,3314658378,1.70222E+12,FALSE,TRUE,00:30.6,2023-12-11 00:00:30.583000+08:00
357,2783516171,43911.36,0.00213,3314658379,3314658379,1.70222E+12,FALSE,TRUE,00:30.6,2023-12-11 00:00:30.595000+08:00
358,2783516172,43911.52,0.00216,3314658380,3314658380,1.70222E+12,FALSE,TRUE,00:30.6,2023-12-11 00:00:30.595000+08:00
359,2783516173,43911.84,0.00213,3314658381,3314658381,1.70222E+12,FALSE,TRUE,00:30.6,2023-12-11 00:00:30.595000+08:00
360,2783516174,43912.02,0.00216,3314658382,3314658382,1.70222E+12,FALSE,TRUE,00:30.6,2023-12-11 00:00:30.595000+08:00
361,2783516175,43912.04,0.02295,3314658383,3314658385,1.70222E+12,FALSE,TRUE,00:31.1,2023-12-11 00:00:31.128000+08:00
362,2783516176,43912.04,0.00919,3314658386,3314658386,1.70222E+12,FALSE,TRUE,00:31.1,2023-12-11 00:00:31.136000+08:00
363,2783516177,43912.04,0.00061,3314658387,3314658387,1.70222E+12,FALSE,TRUE,00:31.7,2023-12-11 00:00:31.705000+08:00
364,2783516178,43912.03,0.00072,3314658388,3314658388,1.70222E+12,TRUE,TRUE,00:32.3,2023-12-11 00:00:32.326000+08:00
365,2783516179,43912.04,0.0133,3314658389,3314658391,1.70222E+12,FALSE,TRUE,00:32.6,2023-12-11 00:00:32.610000+08:00
366,2783516180,43912.3,0.00707,3314658392,3314658393,1.70222E+12,FALSE,TRUE,00:32.6,2023-12-11 00:00:32.616000+08:00
367,2783516181,43912.32,0.00213,3314658394,3314658394,1.70222E+12,FALSE,TRUE,00:32.6,2023-12-11 00:00:32.616000+08:00
368,2783516182,43912.52,0.00044,3314658395,3314658395,1.70222E+12,FALSE,TRUE,00:32.6,2023-12-11 00:00:32.616000+08:00
369,2783516183,43912.52,0.00172,3314658396,3314658396,1.70222E+12,FALSE,TRUE,00:32.7,2023-12-11 00:00:32.656000+08:00
370,2783516184,43912.64,0.00033,3314658397,3314658397,1.70222E+12,FALSE,TRUE,00:32.7,2023-12-11 00:00:32.656000+08:00
371,2783516185,43912.8,0.00213,3314658398,3314658398,1.70222E+12,FALSE,TRUE,00:32.7,2023-12-11 00:00:32.656000+08:00
372,2783516186,43913.02,0.00216,3314658399,3314658399,1.70222E+12,FALSE,TRUE,00:32.7,2023-12-11 00:00:32.656000+08:00
373,2783516187,43913.24,0.00027,3314658400,3314658400,1.70222E+12,TRUE,TRUE,00:32.7,2023-12-11 00:00:32.685000+08:00
374,2783516188,43913.24,0.00079,3314658401,3314658401,1.70222E+12,TRUE,TRUE,00:32.7,2023-12-11 00:00:32.723000+08:00
375,2783516189,43913.25,0.01311,3314658402,3314658402,1.70222E+12,FALSE,TRUE,00:33.9,2023-12-11 00:00:33.905000+08:00
376,2783516190,43913.25,0.01139,3314658403,3314658404,1.70222E+12,FALSE,TRUE,00:34.3,2023-12-11 00:00:34.305000+08:00
377,2783516191,43913.25,0.00098,3314658405,3314658405,1.70222E+12,FALSE,TRUE,00:34.4,2023-12-11 00:00:34.411000+08:00
378,2783516192,43913.24,0.00447,3314658406,3314658406,1.70222E+12,TRUE,TRUE,00:34.5,2023-12-11 00:00:34.518000+08:00
379,2783516193,43913.25,0.00139,3314658407,3314658409,1.70222E+12,FALSE,TRUE,00:34.9,2023-12-11 00:00:34.912000+08:00
380,2783516194,43913.25,0.00179,3314658410,3314658410,1.70222E+12,FALSE,TRUE,00:35.3,2023-12-11 00:00:35.256000+08:00
381,2783516195,43913.25,0.00175,3314658411,3314658411,1.70222E+12,FALSE,TRUE,00:35.6,2023-12-11 00:00:35.583000+08:00
382,2783516196,43913.25,0.00023,3314658412,3314658412,1.70222E+12,FALSE,TRUE,00:35.7,2023-12-11 00:00:35.678000+08:00
383,2783516197,43913.25,0.00066,3314658413,3314658413,1.70222E+12,FALSE,TRUE,00:35.7,2023-12-11 00:00:35.705000+08:00
384,2783516198,43913.24,0.02287,3314658414,3314658415,1.70222E+12,TRUE,TRUE,00:35.8,2023-12-11 00:00:35.809000+08:00
385,2783516199,43913.25,0.00567,3314658416,3314658417,1.70222E+12,FALSE,TRUE,00:36.0,2023-12-11 00:00:35.958000+08:00
386,2783516200,43913.25,0.00064,3314658418,3314658418,1.70222E+12,FALSE,TRUE,00:36.3,2023-12-11 00:00:36.283000+08:00
